Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/8/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
San Marino,SMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43193.74323,46437.39119,50821.92125,52473.64944,55887.37316,56226.24965,58684.50617,62176.32792,64812.4483,68467.40041,74368.272,74527.86293,66491.15451,62777.53266,57954.42968,54450.48403,53465.09402,55432.06994,55614.62217,57455.56337,58867.01336,61006.8482,63420.32714,
Somalia,SOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.0357469,931.0427211,1082.885879,1135.542998,1079.112443,1156.651302,1236.625805,1245.743885
Serbia,SRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4822.507109,5223.603476,5716.205048,5996.361714,5529.651445,6019.114926,6481.992612,7224.61832,7645.785777,8487.604645,9181.688301,10209.18352,11236.22508,12632.07784,12533.96547,12798.27213,13746.92502,13933.84462,14629.0068,14659.57951,14928.46704,15858.09627,16611.02374,17698.04951,18842.52606,19107.2003
Sub-Saharan Africa (excluding high income),SSA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1802.962844,1823.080681,1812.24898,1796.216424,1805.28555,1858.216045,1938.409047,1997.27427,2017.23232,2039.7399,2103.265933,2183.936009,2293.413627,2370.835547,2527.802343,2692.025515,2864.944506,3040.791453,3175.853075,3208.05949,3342.214924,3462.882504,3451.452526,3624.967195,3786.080466,3775.648132,3802.947937,3866.396368,3966.675133,4038.772736,3907.519288
South Sudan,SSD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2910.542543,2944.009609,3020.948005,2844.516996,1519.142314,2099.236859,1495.509754,1234.725576,,,,,
Sub-Saharan Africa,SSF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1803.939556,1824.099591,1813.360324,1797.410926,1806.459081,1859.364933,1939.606671,1998.628531,2018.695808,2041.213687,2104.754963,2185.373528,2294.838776,2372.147562,2529.058233,2693.415503,2866.482075,3042.509654,3177.497302,3209.647969,3343.872013,3464.689717,3453.194877,3626.754327,3787.975205,3777.551658,3804.973415,3868.536013,3968.848795,4040.954396,3909.412665
Small states,SST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10306.34636,10811.44583,11339.80801,11944.46587,13090.97894,13946.53644,15598.18063,17138.2198,18386.39396,18526.69666,19819.37447,21241.35465,22100.86172,22405.99538,22361.51362,19560.94675,19197.21713,20440.67242,21003.69894,21411.53101,20125.25609
Sao Tome and Principe,STP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841.814954,1880.47438,2001.199313,2087.597207,2250.633436,2464.320944,2540.247601,2722.656614,2734.005392,2876.875235,2997.201274,2954.735997,3319.07533,3817.190316,3837.492528,3889.527518,3952.945394,4089.156666,4174.727272,4273.841991
Suriname,SUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6612.52572,6887.449635,6943.982286,6518.105319,6771.773089,6808.119951,6902.805823,7329.306728,7488.728957,7401.294608,7634.375069,8033.46845,8290.674748,8871.605231,9769.865048,10405.67867,11210.79564,11960.97974,12552.97649,12880.64131,13548.53323,14475.07261,15785.12357,16815.11043,17261.07558,17210.27034,15062.44129,18283.68839,19461.97652,19841.80781,16734.74755
Slovak Republic,SVK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7172.285168,7467.047784,8067.913495,8692.957338,9404.878515,10086.13476,10623.00698,10714.17713,11376.55592,12385.98843,13312.20331,14181.12184,15226.33843,16639.39412,18914.02796,21222.38033,23725.85776,23080.58654,25302.23272,26145.88938,26888.3481,27915.43321,28929.52636,29964.88861,29645.74189,30061.55147,31214.59257,31966.55484,31356.45828
Slovenia,SVN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13620.49683,14304.35572,15282.77768,16056.05073,17083.25172,18001.22916,18948.20389,20241.52568,21112.37522,22760.94697,23852.64304,25720.44955,27570.14519,29604.29147,27537.75846,27826.87234,28931.38332,29042.82027,29973.69935,30870.02367,31628.24718,33936.04406,36507.55304,38961.54435,40670.87787,39768.63279
Sweden,SWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20414.11667,20720.8957,20825.06038,20757.40546,21877.8025,23094.05196,23927.51439,24805.82457,25887.83818,27471.55827,29618.27926,29927.59927,30926.5056,31814.86351,33858.61143,34244.46502,37730.16375,40905.14587,42158.2957,40279.4616,42223.91967,44608.58026,45432.43197,46312.39238,47184.66913,49103.13343,50430.25282,51947.95425,53521.63064,54598.78035,55037.7239
Eswatini,SWZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3516.274781,3599.20656,3704.760644,3819.145072,3906.69565,4094.414704,4244.080114,4371.211096,4459.122004,4590.544187,4721.969562,4837.106054,5101.42953,5378.041999,5703.505765,6208.026549,6743.029545,7185.809931,7334.444912,7452.686297,7771.331439,8057.563801,8266.491725,8708.440279,8798.29399,8813.008782,8705.84317,8408.035915,8725.162793,9018.854282,8865.740219
Sint Maarten (Dutch part),SXM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32614.52026,34232.35511,37233.96838,32878.44088,32478.29896,38858.58146,38211.83319,38230.03186,37914.12297,36190.66391,,
Seychelles,SYC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8960.516302,9393.300611,10248.25464,10911.51919,10764.69444,10740.606,11307.97285,12736.63573,13691.93909,13874.4235,14271.41998,14240.75378,14200.58519,13767.67706,13786.28654,15424.3274,17027.84417,19209.15834,18738.61104,18599.62547,19387.86253,21922.73953,21565.038,22369.39122,23889.7838,24067.19463,25681.31271,27309.76211,28190.47687,28778.79144,25767.61295
Syrian Arab Republic,SYR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21235.74296,19374.07813,20119.53195,22029.96123,24098.85066,26353.17023,27060.58966,28837.02644,30488.10517,22285.79678
Chad,TCD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.9346169,758.4673574,811.5086975,678.133381,738.3980355,738.2610423,742.9057807,772.053297,806.3708399,783.8305365,765.5832569,841.1318951,891.9227226,1002.795358,1325.0961,1545.739412,1547.585059,1586.395178,1612.145499,1637.804341,1819.695072,1797.749797,1730.793964,1569.058704,1677.090331,1820.059909,1664.512586,1587.032328,1614.168287,1646.428391,1602.358424
East Asia & Pacific (IDA & IBRD countries),TEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460.237383,1601.629525,1780.321628,1985.871226,2207.098587,2437.880526,2667.614717,2862.934608,2884.328825,3063.373729,3327.871171,3587.463819,3888.144862,4260.715399,4717.648094,5279.627263,5958.624733,6786.910989,7432.523094,7985.789925,8790.033748,9641.704963,10442.78783,11031.64586,11535.95055,11859.78351,12375.26928,13047.0841,14120.12069,15101.30117,15343.36881
Europe & Central Asia (IDA & IBRD countries),TEC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6931.480266,6738.397897,6282.176899,6122.845844,5663.855066,5749.538282,5889.106436,6162.340042,5790.562839,5997.228078,6643.19443,7022.012057,7522.984726,8229.686935,9177.913285,10196.28629,12050.91697,13437.36241,15317.46022,14930.71902,15967.67832,17535.97223,18527.15112,19846.5237,20263.36288,20030.74559,20621.8996,21925.39727,23396.70678,24090.21478,24018.01168
Togo,TGO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.9452983,835.4546569,803.2408002,683.7435185,785.1289873,842.8676275,907.8247747,1024.603287,980.2903717,987.5711632,972.4547259,974.6228246,1001.327442,1061.186022,1052.024916,1007.660614,1037.700152,1025.043101,1058.284342,1095.262847,1144.332406,1210.142847,1227.156159,1275.325318,1328.380291,1397.332402,1954.203573,2012.240693,2110.82642,2211.634935,2223.498303
Thailand,THA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4308.920619,4778.904459,5230.042496,5743.488774,6277.415274,6860.4982,7299.589886,7140.452605,6589.599786,6910.331099,7302.891765,7648.855172,8179.397918,8863.740899,9608.545695,10256.33483,11024.84821,11869.67445,12244.81894,12191.41439,13195.3711,13519.12902,14870.97555,15407.6654,15480.21079,15822.37099,16616.195,17422.95235,18530.21179,19233.86592,18232.79535
Tajikistan,TJK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2639.914717,2480.572421,1767.998901,1488.511661,1178.387211,1038.063338,867.5151297,884.7068661,928.2857691,961.8030884,1048.593979,1155.271981,1278.366942,1419.998989,1579.252602,1705.067529,1843.44683,2000.145891,2155.200338,2208.889782,2328.457509,2496.582204,2750.355063,3027.814126,3303.098197,3150.427114,3114.895558,3252.932655,3497.32358,3732.869068,3858.197391
Turkmenistan,TKM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5433.164146,5209.452024,4402.200737,4447.61655,3661.49857,3392.663702,3617.901765,3211.994394,3432.770563,4009.086629,4275.014175,4510.655743,4548.018329,4736.914284,5055.944671,5829.428181,6588.029834,7420.559444,8561.575834,9021.143879,9810.612054,11294.96808,12057.18224,12739.17958,13490.99704,13690.61411,13862.27557,14205.02651,15201.77857,16195.53879,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6175.204825,6496.714295,6720.427938,6918.982906,7288.457594,7408.875312,7692.999598,8108.650249,8258.805198,8246.304206,8613.302172,8729.98408,8768.092604,8994.366869,9675.840417,10300.68596,11182.15578,11985.49643,12599.47911,12397.08734,13182.51469,14057.96627,14344.67678,14834.425,15155.56923,14946.50907,15209.33118,15849.08287,16334.037,16527.07971,15561.8276
Timor-Leste,TLS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.877233,1459.484612,1351.019384,1311.384556,1317.604452,1366.559845,1321.619471,1467.58902,1636.488763,1784.358276,1938.852969,2060.247771,2345.545339,2483.175269,2721.041968,2912.736381,3130.590713,3177.485137,3168.419259,3780.044946,4141.29283
Middle East & North Africa (IDA & IBRD countries),TMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4616.451696,4967.938457,5191.126873,5336.309296,5408.620059,5555.427094,5874.810923,6067.393495,6431.602037,6694.665935,7162.997414,7358.199016,7569.553239,7707.245414,8405.767851,8880.066009,9453.610599,10126.81239,10515.54612,10678.37468,11168.32454,11121.01326,11408.95241,11300.04577,10945.6773,10245.0147,10196.2097,10495.40885,10643.8919,10716.98867,10385.44335
Tonga,TON,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2224.448832,2442.726494,2500.619836,2651.192282,2836.479001,3102.086837,3206.064861,3291.217911,3395.510997,3556.26922,3649.384797,3848.814733,4076.840645,4224.164254,4206.997002,4311.698529,4400.428396,4492.766772,4760.271931,4524.73129,4610.50759,5048.277062,5228.950028,5388.098493,5639.837476,5774.169999,6195.840299,6467.124278,6565.223215,6647.858999,6695.142862
South Asia (IDA & IBRD),TSA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243.973247,1282.804956,1357.879896,1419.486291,1505.028891,1609.260924,1715.548687,1775.611404,1858.491899,1992.243503,2080.161769,2180.625075,2253.966178,2420.98036,2629.039838,2868.29114,3130.286096,3394.242858,3516.991901,3737.928198,4009.714602,4242.34782,4572.168679,4757.745314,4934.334508,5142.938413,5458.397245,5773.980601,6218.553742,6508.00716,6133.036522
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1803.939556,1824.099591,1813.360324,1797.410926,1806.459081,1859.364933,1939.606671,1998.628531,2018.695808,2041.213687,2104.754963,2185.373528,2294.838776,2372.147562,2529.058233,2693.415503,2866.482075,3042.509654,3177.497302,3209.647969,3343.872013,3464.689717,3453.194877,3626.754327,3787.975205,3777.551658,3804.973415,3868.536013,3968.848795,4040.954396,3909.412665
Trinidad and Tobago,TTO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7055.335445,7472.074238,8362.147971,8455.765529,8902.014453,9399.798198,10227.51743,11173.20652,12198.93478,13344.57489,14547.23542,15431.61238,16845.87823,19539.40481,21550.671,23485.53049,27264.77165,29196.02348,30632.99209,29366.3564,30528.89314,30887.9828,30063.32746,30059.71565,29698.56994,27397.2292,26389.74167,26342.61666,26880.63872,26920.14473,25023.69525
Tunisia,TUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3784.018057,3975.339788,4288.658645,4393.583564,4541.241029,4663.603996,5010.428574,5304.372632,5552.86167,5909.636719,6264.560654,6586.94881,6726.511232,7120.218588,7708.188864,8156.644974,8762.297901,9504.926366,9994.053872,10267.03507,10640.61468,10576.07414,10731.36489,10769.90804,11024.80922,10825.08745,10993.62548,11234.48972,11658.72682,11899.95639,10822.84717
Turkey,TUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.078258,8750.568569,9330.789403,10153.75137,9649.885218,10394.45225,11130.53111,11964.03533,9102.687692,8774.347748,9628.914702,9280.253197,9401.231328,9699.923864,10979.76904,12003.84793,13748.43653,14986.14915,16182.48051,15597.99694,17542.1975,19799.11568,20772.49895,22438.71425,24090.23604,25753.39051,26512.01695,27913.81872,27960.98028,26867.47031,27235.42583
Tuvalu,TUV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542.342694,1632.988523,1698.691364,1793.898347,2006.435158,1937.829441,1851.890066,2071.120966,2418.057441,2411.509161,2429.010695,2499.961043,2706.930094,2629.381794,2623.991636,2570.644853,2672.736463,2889.978633,3151.786044,3006.470924,2928.118763,3182.199114,3084.573093,3250.590056,3317.432287,3613.734766,3717.917274,3896.748473,4040.295911,4455.542635,4652.953844
Tanzania,TZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958.9911017,978.9097195,973.3436054,975.0091819,979.698949,1006.091125,1043.156447,1072.941803,1099.551057,1142.625944,1191.283667,1258.10715,1331.992501,1407.386922,1510.495331,1627.470385,1736.731598,1851.173016,1938.720497,1998.297894,2088.097719,2228.696495,2099.429722,2194.884859,2243.592452,2348.443497,2479.3341,2530.603317,2652.391378,2773.155614,2779.91029
Uganda,UGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.3971784,711.3679437,727.798179,781.2288712,822.5178969,908.1061719,978.9104495,1017.1251,1048.269805,1115.928645,1142.003285,1190.362199,1274.126551,1338.54218,1422.128051,1510.665547,1670.71134,1802.207388,1935.217857,2017.665566,2088.621993,2259.442889,2013.880711,2014.274961,2088.407331,2128.744955,2092.475566,2074.652436,2175.808063,2275.214456,2294.335107
Ukraine,UKR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7617.177235,7174.582513,6592.610134,5787.340742,4579.951175,4138.082647,3826.26108,3812.427167,3816.033635,3899.980466,4265.122662,4792.338307,5177.013596,5822.028752,6734.882714,7210.603495,8045.486501,8993.893856,9425.439535,8095.591415,8558.991713,9246.769193,9705.358707,11111.05143,10743.58636,10164.32733,11148.19655,11860.56093,12633.13407,13346.47588,13054.76099
Upper middle income,UMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3293.273997,3417.410017,3501.885758,3677.03971,3845.510665,4033.373238,4274.545709,4543.763221,4593.611685,4786.195027,5181.491971,5448.241354,5756.312684,6165.14736,6818.727083,7541.805149,8545.188484,9556.511106,10506.24743,10820.24337,11769.01594,12800.81647,13626.50041,14359.79707,14832.91088,14907.95425,15377.67417,16203.80076,17301.12834,18123.47087,18073.89675
Uruguay,URY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6385.961557,6787.40009,7438.535037,7759.965352,8440.574912,8431.903163,9000.721042,9875.518952,10371.68565,10264.52761,10255.10088,10059.78772,9427.15286,9686.495102,10451.89345,11580.38568,12406.36588,13547.13127,14764.18765,15464.2622,16817.07905,18002.89383,18192.3297,19130.0614,20093.62407,20217.56044,22454.39483,23009.87423,23588.15139,24006.78694,22793.68798
United States,USA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23888.60001,24342.2589,25418.99078,26387.29373,27694.85342,28690.8757,29967.71272,31459.13898,32853.67695,34513.5615,36334.90878,37133.24281,38023.16111,39496.48588,41712.80107,44114.74778,46298.73144,47975.9677,48382.55845,47099.98047,48466.6576,49882.55813,51602.93105,53106.53677,55049.98833,56863.3715,58021.4005,60109.65573,63064.41841,65279.52903,63593.44362
Uzbekistan,UZB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2659.80246,2678.49897,2376.342188,2323.31729,2205.807482,2191.828894,2226.900345,2340.056396,2428.742512,2542.201735,2661.618819,2797.613775,2918.84535,3063.037259,3341.037985,3641.928949,3982.832027,4413.969978,4827.993629,5168.511296,5469.381173,5844.807562,6061.947154,6302.647244,6494.859941,6680.184701,6796.904892,6840.70986,7252.985197,7658.899559,7734.024495
St. Vincent and the Grenadines,VCT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3839.415471,3885.012506,4136.691351,4518.813141,4554.471586,5011.863738,5172.231661,5453.700681,5745.347054,5988.707452,6221.549045,6460.382292,6964.365569,7623.164484,8138.893218,8593.56705,9535.604173,10127.09649,10498.79195,10367.0936,10139.53562,10302.51547,10457.15843,10909.26418,11309.40379,11643.22692,12456.04375,12245.12634,12765.30772,13017.33683,12705.01861
"Venezuela, RB",VEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9594.838669,10633.33237,11275.89576,11322.05572,11051.48514,11484.93702,11435.07166,12136.00287,12070.41068,11294.7588,11748.98948,12185.54311,11078.07705,10224.90651,12207.7179,13657.81554,15219.71562,16748.71928,17723.15047,17042.68267,16740.36824,17527.74874,,,,,,,,,
British Virgin Islands,VGB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917.0893515,983.6668615,1070.763746,1161.418822,1267.388972,1393.588624,1528.022896,1658.925355,1751.984959,1840.440839,1987.302735,2134.438335,2282.858327,2462.501575,2694.458125,2960.641018,3232.812969,3522.938331,3758.554922,3952.734241,4213.295721,4523.252728,5042.481186,5358.946637,5745.205254,6102.636869,6572.976234,7155.443187,7768.080218,8381.23932,8650.13347
Vanuatu,VUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687.157172,1749.659504,1783.059422,1786.179083,1936.830072,1949.394836,1989.176045,2085.285828,2096.772303,2095.694047,2224.024448,2146.327186,2016.653215,2088.001234,2173.31551,2301.732168,2510.97498,2591.012447,2724.409773,2760.448888,2756.328207,2825.155406,2828.60596,2811.371395,2871.754812,2832.178337,2918.596027,3081.835198,3167.734975,3269.91478,3010.855129
World,WLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5558.119791,5764.075043,5933.601903,6096.058206,6326.498554,6581.465694,6874.059925,7164.9984,7302.441706,7559.161468,8016.705188,8292.870604,8581.666973,8949.543652,9554.33061,10164.32443,10991.47753,11752.49907,12289.47023,12252.00734,12896.39025,13581.44979,14112.19679,14628.03424,14997.66821,15139.83168,15563.7996,16210.55377,17009.81021,17548.14722,17135.47706
Samoa,WSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2397.315543,2403.622167,2431.39187,2565.847952,2530.219712,2733.619402,2964.07494,3020.607459,3107.670972,3207.203811,3488.719304,3792.227611,3996.401742,4228.753681,4515.055361,4818.855836,5030.186402,5456.569038,5581.282047,5316.20513,5362.86085,5653.191454,5478.932662,5508.715546,5569.505122,5825.05864,6330.806285,6489.776786,6537.875205,6912.03646,6768.749039
Kosovo,XKX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6539.179545,6865.417898,7230.20513,7780.594464,8039.207976,8383.397311,8649.449499,9357.135136,10007.68923,10436.16885,11013.39708,11797.11932,11387.64534
"Yemen, Rep.",YEM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2067.318244,2162.390649,2272.736329,2299.047813,2389.683523,2471.676325,2538.940441,2633.326145,2741.473023,2805.746236,2960.431524,3051.179124,3129.659149,3212.939815,3333.061582,3526.674282,3643.454504,3758.164692,3860.43242,3928.229148,4162.088631,3607.090566,3491.20461,3688.519409,,,,,,,
South Africa,ZAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7068.551036,7057.059359,6889.445332,6966.602402,7174.652972,7393.298339,7702.708591,7904.613457,7905.769054,8090.832266,8498.518594,8801.288929,9154.891519,9483.132346,10058.74099,10785.08331,11586.78459,12374.97015,12845.72618,12568.4536,12912.12503,13393.76689,13215.70868,13606.9429,13602.10264,13701.94539,13748.46142,13860.27017,14209.09383,14289.76,13360.57401
Zambia,ZMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474.776388,1485.322513,1456.719888,1554.87225,1416.207184,1450.69643,1528.274834,1571.543462,1539.961185,1590.652031,1644.919753,1724.635055,1784.214685,1894.350001,2029.175102,2185.944181,2366.759395,2563.944008,2741.245335,2933.13055,3178.87233,3323.937623,3422.619937,3578.847055,3539.43639,3430.400287,3404.67399,3485.02178,3606.097632,3617.200014,3457.610102
Zimbabwe,ZWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772.610633,1888.917178,1722.389898,1750.87384,1924.102027,1941.866115,2157.620918,2233.392873,2305.133991,2304.452475,2272.599366,2347.499465,2167.019215,1827.866844,1762.520649,1705.569979,1685.362389,1653.747515,1374.169559,1532.821586,1830.827333,2101.824051,2375.927006,2560.773267,2612.455954,2679.507615,2806.469032,3795.642431,4017.221716,3783.547898,3537.351394
